# source_api_id	status	crystal_refs	notes
token/token.go::const::UP	missing	-	baseline
token/token.go::const::WAIT	missing	-	baseline
token/token.go::const::WAIT_PATTERN	missing	-	baseline
token/token.go::const::WAIT_TIMEOUT	missing	-	baseline
token/token.go::const::WIDTH	missing	-	baseline
token/token.go::const::WINDOW_BAR	missing	-	baseline
token/token.go::const::WINDOW_BAR_SIZE	missing	-	baseline
token/token.go::func::IsCommand	missing	-	baseline
token/token.go::func::IsModifier	missing	-	baseline
token/token.go::func::IsSetting	missing	-	baseline
token/token.go::func::LookupIdentifier	missing	-	baseline
token/token.go::func::ToCamel	missing	-	baseline
token/token.go::method::Type.String	missing	-	baseline
token/token.go::struct::Token	missing	-	baseline
token/token.go::type::Type	missing	-	baseline
vhs.go::func::DefaultVHSOptions	missing	-	baseline
vhs.go::func::New	missing	-	baseline
vhs.go::method::VHS.ApplyLoopOffset	missing	-	baseline
vhs.go::method::VHS.Cleanup	missing	-	baseline
vhs.go::method::VHS.PauseRecording	missing	-	baseline
vhs.go::method::VHS.Record	missing	-	baseline
vhs.go::method::VHS.Render	missing	-	baseline
vhs.go::method::VHS.ResumeRecording	missing	-	baseline
vhs.go::method::VHS.ScreenshotNextFrame	missing	-	baseline
vhs.go::method::VHS.Setup	missing	-	baseline
vhs.go::method::VHS.Start	missing	-	baseline
vhs.go::struct::Options	missing	-	baseline
vhs.go::struct::VHS	missing	-	baseline
video.go::func::DefaultVideoOptions	missing	-	baseline
video.go::func::MakeGIF	missing	-	baseline
video.go::func::MakeMP4	missing	-	baseline
video.go::func::MakeWebM	missing	-	baseline
video.go::struct::VideoOptions	missing	-	baseline
video.go::struct::VideoOutputs	missing	-	baseline
